id_1,str_1,id_2,str_2,osa,cos,sample_edition_1,sample_edition_2
zspbk0012682,Dictionnaire de physique,spbk0010114,Dictionnaire de pratique,0.875,0.9405399431259603,"Dictionnaire de physique, by Paulian, Aimé-Henri. (Avignon, 1761)","Dictionnaire de pratique, by NA. (NA, 1779)"
zspbk0013941,Oeuvres de Marin,zspbk0012348,Oeuvres de Baron,0.875,0.9230769230769232,"Oeuvres de Marin, by NA. (, )","Oeuvres de Baron, by NA. (, )"
zspbk0012492,[Burnes],zspbk0012472,[Burnet],0.875,0.8749999999999998,"[Burnes], by NA. (, )","[Burnet], by NA. (, )"
zspbk0013028,[Estier],zspbk0012854,[Esther],0.875,0.8749999999999998,"[Estier], by NA. (, )","[Esther], by NA. (, )"
zspbk0012568,Histoire militaire de la Suisse,spbk0001162,Histoire militaire des Suisses,0.8709677419354839,0.965281651676227,"Histoire militaire de la Suisse, by NA. (, )","Histoire militaire des Suisses dans différens services de l'Europe par M. May-de-Romainmotier, by May de Romainmotier, Emmanuel. (Berne, 1772)"
zspbk0013235,Poesies de la Louptiere,zspbk0013233,Poésies de La Loupiere,0.8695652173913043,0.9536612065978658,"Poesies de la Louptiere, by Louptière, Jean-Charles de Relongue de la. (, )","Poésies de La Loupiere, by Louptière, Jean-Charles de Relongue de la. (, )"
zspbk0013235,Poesies de la Louptiere,zspbk0013234,Poésies de La Loupiere,0.8695652173913043,0.9536612065978658,"Poesies de la Louptiere, by Louptière, Jean-Charles de Relongue de la. (, )","Poésies de La Loupiere, by Louptière, Jean-Charles de Relongue de la. (, )"
zspbk0013290,[De Penitentia],zspbk0012923,De Penitentia,0.8666666666666667,0.9622504486493763,"[De Penitentia], by NA. (, )","De Penitentia, by Morin, Jean. (, )"
zspbk0014151,Praxis Medica,zspbk0012635,[Praxis Medica],0.8666666666666667,0.9459053029269171,"Praxis Medica, by Piquer, Andres. (, )","[Praxis Medica], by NA. (, )"
zspbk0014376,Institutiones medicae,zspbk0014349,Institutiones medicina,0.8636363636363636,0.9704949588309457,"Institutiones medicae, by Goelicke, Andreas Ottomar. (, )","Institutiones medicina, by NA. (, )"
zspbk0014508,Institutiones medicina,zspbk0014376,Institutiones medicae,0.8636363636363636,0.9704949588309457,"Institutiones medicina, by Schacht, Johannes Oosterdijk. (, )","Institutiones medicae, by Goelicke, Andreas Ottomar. (, )"
zspbk0010877,Mémoires et aventures d’une femme de qualité,spbk0001643,Memoires et avantures d'un homme de qualité,0.8636363636363636,0.9662802318454417,"Mémoires et aventures d’une femme de qualité, by NA. (Liège, 1770)","Memoires et avantures d'un homme de qualité qui s'est retiré du monde, by Prévost, Antoine François. (, )"
zspbk0013406,Pechés philosophiques,spbk0001900,Pensées philosophiques,0.8636363636363636,0.9467531164008041,"Pechés philosophiques, by NA. (, )","Pensées philosophiques, by Diderot, Denis. (n.pl., NA)"
zspbk0013831,Mémoire sur les tarifs,spbk00014789,Mémoire sur les haras,0.8636363636363636,0.9425910042369909,"Mémoire sur les tarifs, by NA. (, )","Mémoire sur les haras par M. L.B.D.C. 1ère partie, by NA. (Utrecht, 1770)"
zspbk0012159,Medailles de Louis XIV,zspbk0011704,Medailles de Louis 15,0.8636363636363636,0.9398272507881658,"Medailles de Louis XIV, by NA. (, )","Medailles de Louis 15, by NA. (, )"
zspbk0013637,Dictionnaire des mines,zspbk0012356,Dictionnaire des Peres,0.8636363636363636,0.9389710680668849,"Dictionnaire des mines, by NA. (, )","Dictionnaire des Peres, by NA. (, )"
zspbk0014343,Tractatus pathologici,zspbk0014161,Tractatus Pathologicus,0.8636363636363636,0.9389158011040614,"Tractatus pathologici, by NA. (, )","Tractatus Pathologicus, by Astruc, Jean. (, )"
zspbk0013859,Dictionnaire des Aydes,zspbk0013637,Dictionnaire des mines,0.8636363636363636,0.9383369280147672,"Dictionnaire des Aydes, by Brunet de Grandmaison, Pierre. (, )","Dictionnaire des mines, by NA. (, )"
zspbk0013859,Dictionnaire des Aydes,zspbk0012356,Dictionnaire des Peres,0.8636363636363636,0.9354143466934853,"Dictionnaire des Aydes, by Brunet de Grandmaison, Pierre. (, )","Dictionnaire des Peres, by NA. (, )"
zspbk0013786,Lettres philosophiques,spbk00014811,Oeuvres philosophiques,0.8636363636363636,0.9090909090909091,"Lettres philosophiques, by NA. (, )","Oeuvres philosophiques de M. D. Hume, by Hume, David. (Amsterdam, 1759)"
zspbk0011749,Geographie Elementaire,spbk0002948,Géographie élémentaire,0.8636363636363636,0.8444056094871311,"Geographie Elementaire, by NA. (, )","Géographie élémentaire. Quatrième édition, by NA. (Neuchâtel, 1774)"
zspbk0011667,Histoire de la ville de Lyon,spbk0001117,Histoire de la ville de Rouen,0.8620689655172413,0.970461573497207,"Histoire de la ville de Lyon, by NA. (, )","Histoire de la ville de Rouen... depuis sa fondation jusqu'en l'année 1774; suivie d'un essai sur la Normandie littéraire. Par M. S***, by Servin, Antoine-Nicolas. (Rouen, 1775)"
zspbk0011740,Histoire de la ville de Rouen,zspbk0011667,Histoire de la ville de Lyon,0.8620689655172413,0.970461573497207,"Histoire de la ville de Rouen, by NA. (, )","Histoire de la ville de Lyon, by NA. (, )"
spbk0010249,Instructions de la jeunesse,spbk0001256,Instructions pour la jeunesse,0.8620689655172413,0.9569238079750643,"Instructions de la jeunesse, by NA. (Abbeville, 1787)","Instructions pour la jeunesse, par M. le Marquis de Wargemont, by Wargemont [marquis de]. (Basle, 1784)"
zspbk0012615,Essai sur l'éducation d'un militaire,spbk0000782,Essai sur l'éducation militaire,0.8611111111111112,0.9784993134593902,"Essai sur l'éducation d'un militaire, by NA. (Amsterdam; Paris, 1769)","Essai sur l'éducation militaire avec un abrégé de la constitution politique de l'Angleterre, by Lochée, Lewis. (Amsterdam, 1782)"
spbk0003513,Histoire des révolutions de Pologne,spbk0001103,Histoire des révolutions de Portugal,0.8611111111111112,0.9647778006465854,"Histoire des révolutions de Pologne, depuis la mort d'Auguste III jusqu'à l'année 1775, by Joubert, Pierre. (Warsaw, 1775)","Histoire des Revolutions de portugal par M. L'abbé de Vertot de l'academie Roiale des inscriptions et belles lettres.  Sixieme Edition, revue et augmentée par l'auteur, by Vertot, René Aubert de. (Londres, 1765)"
zspbk0013938,"The?atre Du Prince Cle?nersow, Russe",zspbk0013693,"The?atre du prince Clen?erzow, russe",0.8611111111111112,0.9588138399042,"The?atre Du Prince Cle?nersow, Russe, by Carmontelle, Louis Carrogis [de]. (Paris, 1771)","The?atre du prince Clen?erzow, russe, by Carmontelle, Louis Carrogis [de]. (Paris, 1771)"
spbk0004250,[Lettres historiques et politiques],spbk0003392,[Mémoires historiques et politiques],0.8611111111111112,0.9501262858988212,"[Lettres historiques et politiques], by NA. (n.pl., NA)","[Mémoires historiques et politiques], by NA. (n.pl., NA)"
spbk0010078,Conduite pour la confession et la communion pour l,spbk0010077,Conduite pour la confession et la communion,0.86,0.988339963568275,"Table très utile aux confesseurs et aux penitens pour examiner leur conscience Sur les dix commandemens de Dieu et Les péchés capitaux, imprimé par le commandement de feu Mgr le prince, by Francis de Sales. (Paris, 1772)","Conduite pour la confession et la communion, by NA. (, )"
zspbk0011812,"Histoire de la vie de Louis XIII, roi de France et",zspbk0011398,"Histoire du regne de Louis XIII, roi de France et ",0.86,0.982758620689655,"Histoire de la vie de Louis XIII, roi de France et de Navarre, by Bury, Richard Girard de. (Paris, 1768)","Histoire du regne de Louis XIII, roi de France et de Navarre, by Griffet, Henri. (Paris, 1758)"
zspbk0011886,"Histoire du regne de Louis XIII, roi de France et ",zspbk0011812,"Histoire de la vie de Louis XIII, roi de France et",0.86,0.982758620689655,"Histoire du regne de Louis XIII, roi de France et de Navarre, by Le Vassor, Michel. (, )","Histoire de la vie de Louis XIII, roi de France et de Navarre, by Bury, Richard Girard de. (Paris, 1768)"
zspbk0010611,Bible stories / Selections from the Bible (Protest,zspbk0010610,Bible stories / Selections from the Bible (Other d,0.86,0.9804392763762351,"Bible stories / Selections from the Bible (Protestant editions), by [Bible]. (, )","Bible stories / Selections from the Bible (Other denominational editions), by [Bible]. (, )"
zspbk0011755,"malheurs (les) de l'inconstante, ou, Lettres de la",spbk0002700,"Malheurs (Les) de l'inconstance, ou Lettres e la m",0.86,0.9792877566421825,"malheurs (les) de l'inconstante, ou, Lettres de la marquise de Syrcé, et du comte de Mirbelle, by Dorat, Claude Joseph. (Amsterdam; Paris, 1772)","Les Malheurs de l'inconstance, ou Lettres de la marquise de Syrcé et du Comte de Mirbelle, by Dorat, Claude Joseph. (Amsterdam, 1773)"
zspbk0013318,Memoires pour servir à l'histoire du XVIII siècle,zspbk0012247,Memoires pour servir a l'histoire du XVIIIeme siec,0.86,0.9781619027562672,"Memoires pour servir à l'histoire du XVIII siècle, by Lamberty, Guillaume de. (, )","Memoires pour servir a l'histoire du XVIIIeme siecle, by Lamberty, Guillaume de. (, )"
zspbk0011088,Memoires pour servir à l’histoire de Port-Royal pa,zspbk0011062,Mémoires pour servir à l’histoire du port Royal,0.86,0.9760252853899547,"Memoires pour servir à l’histoire de Port-Royal par M. Fontaine, by Fontaine, Nicolas. (Cologne, 1753)","Mémoires pour servir à l’histoire du port Royal, by Du Fossé, Pierre Thomas. (Utrecht, 1739)"
zspbk0010611,Bible stories / Selections from the Bible (Protest,spbk0010483,Bible stories / Selections from the Bible (Catholi,0.86,0.9754780588848198,"Bible stories / Selections from the Bible (Protestant editions), by [Bible]. (, )","Selectae é veteri testamento historiae, latin et français, by [Bible]. (Toul, 1778)"
spbk0003557,Sermons sur divers textes de l'Ecriture sainte,spbk0002202,Sermons sur différens textes de l'Ecriture Sainte ,0.86,0.9745484594132299,"Sermons sur divers textes de l'Ecriture sainte, by Romilly, Jean Edme. (Geneva, 1780-1788)","Sermons sur différens textes de l'Ecriture Sainte [Rochemont], by Rochemont, Daniel [de]. (Geneva, 1772)"
zspbk0012782,Sermons sur divers textes de l'Ecriture sainte,spbk0002202,Sermons sur différens textes de l'Ecriture Sainte ,0.86,0.9745484594132299,"Sermons sur divers textes de l'Ecriture sainte, by Bessonnet, Jacob. (, )","Sermons sur différens textes de l'Ecriture Sainte [Rochemont], by Rochemont, Daniel [de]. (Geneva, 1772)"
zspbk0012720,Description historique et géographique de la Franc,spbk0004330,Description historique et géographique de l'Archip,0.86,0.9638554216867469,"Description historique et géographique de la France ancienne et moderne, by Longuerue, Louis Du Four [de]. (, )","Description historique et géographique de l'Archipel, rédigée d'après de nouvelles observations, et particulièrement utile aux négociants et aux navigateurs, by Frieseman, Hendrik. (Neuwied, 1789)"
zspbk0010612,Bible stories / Selections from the Bible (Unknown,zspbk0010611,Bible stories / Selections from the Bible (Protest,0.86,0.9502732821595591,"Bible stories / Selections from the Bible (Unknown denominations), by [Bible]. (, )","Bible stories / Selections from the Bible (Protestant editions), by [Bible]. (, )"
zspbk0010612,Bible stories / Selections from the Bible (Unknown,zspbk0010610,Bible stories / Selections from the Bible (Other d,0.86,0.9492049826090785,"Bible stories / Selections from the Bible (Unknown denominations), by [Bible]. (, )","Bible stories / Selections from the Bible (Other denominational editions), by [Bible]. (, )"
zspbk0011843,Droit de la nature et des gens,spbk0002759,Droit (le) de la nature et des gens,0.8571428571428572,0.9859006035092991,"Droit de la nature et des gens, by NA. (, )","Droit (le) de la nature et des gens, ou Système général des principes les plus importans de la morale, de la jurisprudence et de la politique, by Pufendorf, Samuel [von]. (Basle, 1766)"
zspbk0014454,Storck [unidentified work],zspbk0012761,Sherlock [unidentified work],0.8571428571428572,0.960768922830523,"Storck [unidentified work], by Störck, Anton [von]. (, )","Sherlock [unidentified work], by NA. (, )"
zspbk0013915,Oeuvres de la farre,zspbk0011942,Oeuvres de la Far[r]e,0.8571428571428572,0.9567478404783819,"Oeuvres de la farre, by La Fare, Charles-Auguste [Mis de]. (, )","Oeuvres de la Far[r]e, by La Fare, Charles-Auguste [Mis de]. (, )"
zspbk0011718,Dictionarum Latino-Gallicum,spbk0000520,Dictionarium latino gallicum,0.8571428571428572,0.9534516700054537,"Dictionarum Latino-Gallicum, by NA. (, )","Dictionarium latino gallicum, by NA. (Lutetiae, 1552)"
zspbk0013762,La Font [unidentified work],zspbk0012632,La Mothe [unidentified work],0.8571428571428572,0.9533126619564752,"La Font [unidentified work], by NA. (, )","La Mothe [unidentified work], by Motte, Antoine Houdart de la. (, )"
zspbk0012461,[Oeuvres de la Motte],zspbk0012419,Oeuvres de la Mothe,0.8571428571428572,0.9499679070317292,"[Oeuvres de la Motte], by NA. (, )","Oeuvres de la Mothe, by NA. (, )"
zspbk0013669,Collet [unidentified work],zspbk0012809,Pollnitz [unidentified work],0.8571428571428572,0.9470462247029644,"Collet [unidentified work], by NA. (, )","Pollnitz [unidentified work], by Pöllnitz, Karl Ludwig [von]. (, )"
zspbk0013133,Oeuvres de la Fargue,zspbk0011942,Oeuvres de la Far[r]e,0.8571428571428572,0.9455689188371162,"Oeuvres de la Fargue, by La Fargue, Etienne. (, )","Oeuvres de la Far[r]e, by La Fare, Charles-Auguste [Mis de]. (, )"
zspbk0014602,Theatrum Anatomicum,zspbk0014593,[Theatrum anatomicum],0.8571428571428572,0.9448617525719881,"Theatrum Anatomicum, by Manget, Jean-Jacques. (, )","[Theatrum anatomicum], by NA. (, )"
spbk0005089,[Moeurs (les)],spbk0001591,Moeurs (les),0.8571428571428572,0.9428090415820635,"[Moeurs (les)], by NA. (n.pl., NA)","Moeurs (les), by Toussaint, François-Vincent. (Paris, 1774)"
zspbk0012372,Mariage (le),spbk0003110,[Mariage (le)],0.8571428571428572,0.9428090415820635,"Mariage (le), by Compan, Charles. (Paris; Rouen, 1769)","[Mariage (le)], by NA. (n.pl., NA)"
zspbk0013850,Memorial des tailles,zspbk0013844,Memorial des Gabelles,0.8571428571428572,0.9428090415820634,"Memorial des tailles, by NA. (, )","Memorial des Gabelles, by NA. (, )"
zspbk0013944,Amours (les) vertueux,spbk0000053,Amans (les) vertueux,0.8571428571428572,0.9341285531692914,"Amours (les) vertueux, by NA. (, )","Amans (les) vertueux, ou Lettres d'une jeune dame écrites de la campagne à son amie de Londres, by Hélaine [abbé]. (Lausanne, 1774)"
zspbk0014707,Valsalva [unidentified work],zspbk0014683,Vesal [unidentified work],0.8571428571428572,0.9273618495495703,"Valsalva [unidentified work], by Valsalva, Antonius Maria. (, )","Vesal [unidentified work], by Vesalius, Andreas. (, )"
zspbk0013885,Boileau [unidentified work],zspbk0012699,Rousseau [unidentified work],0.8571428571428572,0.9189562119494701,"Boileau [unidentified work], by Boileau, Nicholas. (, )","Rousseau [unidentified work], by NA. (, )"
zspbk0013801,Croiset [unidentified works],zspbk0013669,Collet [unidentified work],0.8571428571428572,0.9128709291752768,"Croiset [unidentified works], by Croiset, Jean. (, )","Collet [unidentified work], by NA. (, )"
spbk0002647,Dictionnaire philosophique de la religion,spbk0001174,Histoire philosophique de la religion,0.8536585365853658,0.9645056597455712,"Dictionnaire philosophique de la religion, ou l'on établit tous les Points de la Religion, attaqués par les Incrédules, & où l'on répond à toutes leurs objections, by Nonnotte, Claude-François. (n.pl., 1772)","Histoire philosophique de la religion, by Yvon, Claude. (n.pl., NA)"
spbk0010372,Office de notre dame à l'usage des écoles,spbk0010183,Heures de notre dame à l'usage des écoles,0.8536585365853658,0.9637403541846331,"Office de notre dame à l'usage des écoles, by NA. (Bruyères, 1781)","Heures de notre dame à l'usage des écoles, by NA. (Saint-Mihiel, 1784)"
zspbk0014399,Essai sur la Chymie et le commerce,zspbk0011994,Essai sur la marine et le commerce,0.8529411764705882,0.973371036710863,"Essai sur la Chymie et le commerce, by NA. (, )","Essai sur la marine et le commerce, by Boureau-Deslandes, André-François. (, )"
zspbk0014699,Lazerme [unidentified work],zspbk0012688,Mezeray [unidentified work],0.8518518518518519,0.9622641509433962,"Lazerme [unidentified work], by Lazerme, Jacques. (, )","Mezeray [unidentified work], by NA. (, )"
spbk0002042,Recherches sur les miracles,spbk00014880,Recherches sur les finances,0.8518518518518519,0.9496714704969829,"Recherches sur les miracles, par l'auteur de l'Examen des apologistes de la religion chrétienne, by Burigny, Jean Lévesque [de]. (London, 1773)","Recherches sur les finances, by NA. (unknown, null)"
zspbk0013885,Boileau [unidentified work],zspbk0013669,Collet [unidentified work],0.8518518518518519,0.9343933374606804,"Boileau [unidentified work], by Boileau, Nicholas. (, )","Collet [unidentified work], by NA. (, )"
zspbk0014492,Jouston [unidentified work],zspbk0012961,Buffon [unidentified work],0.8518518518518519,0.9174698042719671,"Jouston [unidentified work], by NA. (, )","Buffon [unidentified work], by Buffon, Georges-Louis Leclerc [comte de]. (, )"
zspbk0011019,Dictionnaire universel francois-Latin,spbk0000565,Dictionnaire universel françois et latin,0.85,0.960498977653987,"Dictionnaire universel francois-Latin, by Lallemant, Nicolas. (Rouen, 1775)","Dictionnaire universel françois et latin contenant la signification et la définition tant des mots de l'une et de l'autre langue, avec leurs différents usages, que des termes propres de chaque état et de chaque profession; la description de toutes les choses naturelles et artificielles...; l'explication de tout ce que renferment les sciences et les arts... Avec des remarques d'érudition et de critique... Nouvelle édition, by Lallemant, Nicolas. (Paris; Trévoux, 1721)"
zspbk0013581,Recueil de contes,spbk0004753,[Recueil des contes],0.85,0.9601302410323387,"Recueil de contes, by NA. (, )","[Recueil des contes], by NA. (n.pl., NA)"
zspbk0013776,Histoire de Florence,zspbk0010716,Histoire de France,0.85,0.9526279441628824,"Histoire de Florence, by NA. (, )","Histoire de France, by NA. (, )"
zspbk0013357,[Bergere qui sourit],zspbk0013356,[Bergere qui dort],0.85,0.9463399022160672,"[Bergere qui sourit], by NA. (, )","[Bergere qui dort], by NA. (, )"
zspbk0013915,Oeuvres de la farre,zspbk0013133,Oeuvres de la Fargue,0.85,0.9438798074485389,"Oeuvres de la farre, by La Fare, Charles-Auguste [Mis de]. (, )","Oeuvres de la Fargue, by La Fargue, Etienne. (, )"
zspbk0012624,Journal des Scavants,zspbk0011512,Journal des Saints,0.85,0.9360565811300742,"Journal des Scavants, by NA. (, )","Journal des Saints, by NA. (, )"
zspbk0011690,[Histoire de l'Asie],spbk0004823,[Histoire de Russie],0.85,0.9223309842157773,"[Histoire de l'Asie], by NA. (, )","[Histoire de la Russie], by NA. (n.pl., )"
zspbk0010978,Dictionnaire théologique portatif,spbk0000559,Dictionnaire historique portatif,0.8484848484848485,0.9620456927265028,"Dictionnaire theologique portatif, by Alletz, Pons Augustin. (Paris, 1766)","Dictionnaire historique portatif, by Ladvocat, Jean Baptiste. (n.pl., NA)"
spbk0010198,Heures nouvelles dédiées à madame la dauphine,spbk0002917,"Fables nouvelles, dédiées à Madame la Dauphine",0.8478260869565217,0.96036830651883,"Heures nouvelles dédiées à madame la dauphine, by NA. (Epinal, 1787)","Fables nouvelles, dédiées à Madame la Dauphine, par M. Imbert, by Imbert, Barthélemy. (n.pl., NA)"
spbk0002955,[Eléméns de mathématiques],spbk0002888,Elémens des mathématiques,0.8461538461538461,0.9499311980589709,"[Eléméns de mathématiques], by Pelt [de]. (n.pl., NA)","Elémens des mathématiques, ou Traité de la grandeur en général, qui comprend l'arithmétique, l'algèbre, l'analyse et les principes de toutes les sciences qui ont la grandeur pour objet, by Lamy, Bernard. (, )"
zspbk0012972,Pontas [unidentified work],zspbk0012957,Danes [unidentified work],0.8461538461538461,0.9474209111998338,"Pontas [unidentified work], by Pontas, Jean. (, )","Danes [unidentified work], by Danes, Pierre-Louis. (, )"
zspbk0013200,Dictionnaire des fontaines,spbk0000548,Dictionnaire des origines,0.8461538461538461,0.9465924656563118,"Dictionnaire des fontaines, by NA. (, )","Dictionnaire des origines, ou Époques des inventions utiles, des découvertes importantes, et de l'établissement des peuples, des religions, des sectes, by Origny, Pierre-Adam. (Paris, 1777)"
zspbk0013528,Dictionnaire des origines,zspbk0013200,Dictionnaire des fontaines,0.8461538461538461,0.9465924656563118,"Dictionnaire des origines, by NA. (, )","Dictionnaire des fontaines, by NA. (, )"
zspbk0014304,Tissot [unspecified work],zspbk0012490,Rousset [unspecified work],0.8461538461538461,0.9443568758679046,"Tissot [unspecified work], by Tissot, Samuel Auguste André David. (, )","Rousset [unspecified work], by NA. (, )"
zspbk0013403,Dissertation sur la goutte,zspbk0011862,Observation sur la goutte,0.8461538461538461,0.943429514858558,"Dissertation sur la goutte, by NA. (, )","Observation sur la goutte, by NA. (, )"
zspbk0014454,Storck [unidentified work],zspbk0013586,Saury [unidentified work],0.8461538461538461,0.9244734516419052,"Storck [unidentified work], by Störck, Anton [von]. (, )","Saury [unidentified work], by Saury, Jean. (, )"
zspbk0012961,Buffon [unidentified work],zspbk0012751,Piron [unidentified work],0.8461538461538461,0.9159278516836723,"Buffon [unidentified work], by Buffon, Georges-Louis Leclerc [comte de]. (, )","Piron [unidentified work], by Piron, Alexis. (, )"
zspbk0012961,Buffon [unidentified work],zspbk0012856,Duhan [unidentified work],0.8461538461538461,0.9128709291752768,"Buffon [unidentified work], by Buffon, Georges-Louis Leclerc [comte de]. (, )","Duhan [unidentified work], by Duhan, Laurent. (, )"
zspbk0013757,Pradon [unidentified work],zspbk0012961,Buffon [unidentified work],0.8461538461538461,0.9058216273156766,"Pradon [unidentified work], by NA. (, )","Buffon [unidentified work], by Buffon, Georges-Louis Leclerc [comte de]. (, )"
spbk0004301,Histoire générale et particulière de Bohême,spbk0001155,Histoire générale et particulière de la Grèce,0.8444444444444444,0.9640053626390331,"Histoire générale et particulière de Bohême, by André [abbé]. (Vienna, 1784)","Histoire générale et particulière de la Grèce... par M. Cousin-Despréaux, by NA. (, )"
spbk0003342,Elémens de la morale universelle,spbk0000674,Elemens de moralle universelle,0.84375,0.980996871615304,"Elémens de la morale universelle, ou Tableau des devoirs de l'homme, considéré dans tous ses rapports, by Bertrand, Elie. (Neuchâtel, 1775)",NA
zspbk0013762,La Font [unidentified work],zspbk0013753,La Fontaine [unindentified work],0.84375,0.9741723051615436,"La Font [unidentified work], by NA. (, )","La Fontaine [unindentified work], by NA. (, )"
zspbk0013926,Destouches [unidentified work],zspbk0012774,Deshoulieres [unidentified work],0.84375,0.9634554918096099,"Destouches [unidentified work], by Destouches, Philippe Néricault. (, )","Deshoulieres [unidentified work], by Deshoulières, Antoinette Du Ligier de La Garde. (, )"
zspbk0013210,Histoire de la guerre de lInde,spbk0004337,Histoire de la guerre de Hongrie,0.84375,0.962450896615023,"Histoire de la guerre de lInde, by NA. (, )","Histoire de la guerre de Hongrie pendant les campagnes de 1716, 1717 et 1718, by Schmettau, Friedrich Wilhelm Carl [von]. (Vienna, 1788)"
zspbk0012816,Saint Real [unidentified work],zspbk0012583,Saint Thomas [unidentified work],0.84375,0.9393939393939392,"Saint Real [unidentified work], by Saint-Real, César. (, )","Saint Thomas [unidentified work], by NA. (, )"
spbk0010495,Sermons de La Rue,spbk0010494,Sermons de La Roche,0.8421052631578947,0.9374368665610922,"Sermons du pere de la rue, de la compagnie de Jesus, pour le caresme, by La Rue, Charles de. (Toulouse, 1781)","Sermons de La Roche, by La Roche, Jean-Baptiste-Louis. (NA, 1781)"
zspbk0013921,Traité de la Goute,zspbk0013401,Traité de la Gloire,0.8421052631578947,0.9258200997725513,"Traité de la Goute, by NA. (, )","Traité de la Gloire, by Sacy, Léon Silvestre de. (, )"
zspbk0013417,Memoires des Commissaires,zspbk0013416,Memoires Commissaires,0.84,0.9809086696435189,"Memoires des Commissaires, by NA. (, )","Memoires Commissaires, by NA. (, )"
spbk0002202,Sermons sur différens textes de l'Ecriture Sainte ,spbk0002196,Sermons sur divers textes de l'Ecriture Sainte [de,0.84,0.9759123948413619,"Sermons sur différens textes de l'Ecriture Sainte [Rochemont], by Rochemont, Daniel [de]. (Geneva, 1772)","Sermons sur divers textes de l'Ecriture Sainte [de Jaquelot], prononcés devant sa majesté le roi de Prusse, by Jaquelot, Isaac. (Geneva, 1767)"
spbk0002209,"Sermons sur divers textes de l'Ecriture Sainte, pa",spbk0002202,Sermons sur différens textes de l'Ecriture Sainte ,0.84,0.9745405334185148,"Sermons sur divers textes de l'Ecriture Sainte, par Mr. Amedée Lullin, pasteur et professeur en histoire ecclesiastique à Geneve, by Lullin, Ami. (Geneva, 1761-1767)","Sermons sur différens textes de l'Ecriture Sainte [Rochemont], by Rochemont, Daniel [de]. (Geneva, 1772)"
zspbk0010589,Miscellanous Biblical books or sections (Other den,zspbk0010587,Miscellanous Biblical books or sections (Protestan,0.84,0.9730563874079626,"Miscellanous Biblical books or sections (Other denominational editions) [Bible], by [Bible]. (, )","Miscellanous Biblical books or sections (Protestant editions) [Bible], by [Bible]. (, )"
zspbk0013637,Dictionnaire des mines,spbk0000548,Dictionnaire des origines,0.84,0.9647638212377322,"Dictionnaire des mines, by NA. (, )","Dictionnaire des origines, ou Époques des inventions utiles, des découvertes importantes, et de l'établissement des peuples, des religions, des sectes, by Origny, Pierre-Adam. (Paris, 1777)"
zspbk0013637,Dictionnaire des mines,zspbk0013528,Dictionnaire des origines,0.84,0.9647638212377322,"Dictionnaire des mines, by NA. (, )","Dictionnaire des origines, by NA. (, )"
zspbk0010589,Miscellanous Biblical books or sections (Other den,zspbk0010588,Miscellanous Biblical books or sections (Catholic ,0.84,0.9637594764182087,"Miscellanous Biblical books or sections (Other denominational editions) [Bible], by [Bible]. (, )","Epître de Saint Paul, by [Bible]. (, )"
zspbk0012957,Danes [unidentified work],zspbk0012856,Duhan [unidentified work],0.84,0.9567478404783819,"Danes [unidentified work], by Danes, Pierre-Louis. (, )","Duhan [unidentified work], by Duhan, Laurent. (, )"
zspbk0013779,"Sermons sur l'Avent, le Caresme et les principales",zspbk0013563,"Sermons pour l'avent, le carême, et les principale",0.84,0.9557518184453214,"Sermons sur l'Avent, le Caresme et les principales festes de l'année, by Jard, François. (Paris, 1768)","Sermons pour l'avent, le carême, et les principales fêtes de l'année, by Griffet, Henri. (, )"
spbk0004448,Dissertation sur le café,spbk0004339,Dissertation sur le tabac,0.84,0.954291326985053,"Dissertation sur le café, sa culture, ses différentes préparations & ses propriétés, tant alimentatires, que médicinales, by NA. (n.pl., NA)","Dissertation sur le tabac: et sur ses bons & mauvais effets, by NA. (n.pl., NA)"
zspbk0010590,Miscellanous Biblical books or sections (Unknown d,zspbk0010588,Miscellanous Biblical books or sections (Catholic ,0.84,0.9481224447363147,"Miscellanous Biblical books or sections (Unknown denomination) [Bible], by [Bible]. (, )","Epître de Saint Paul, by [Bible]. (, )"
zspbk0012599,Dictionnaire des theatres,zspbk0012356,Dictionnaire des Peres,0.84,0.9395575350035362,"Dictionnaire des theatres, by NA. (, )","Dictionnaire des Peres, by NA. (, )"
zspbk0011327,Annee 1750 de l'académie,zspbk0011326,Annees 1749 de l'academie,0.84,0.936780913304794,"Annee 1750 de l'académie, by NA. (, )","Annee 1750 de l'academie, by NA. (, )"
spbk0004340,Dissertation sur le thé,spbk0004339,Dissertation sur le tabac,0.84,0.9244162777371754,"Dissertation sur le thé, sur sa récolte et sur les bons et mauvais effets de son infusi, by NA. (n.pl., 1787)","Dissertation sur le tabac: et sur ses bons & mauvais effets, by NA. (n.pl., NA)"
zspbk0013720,Hume [unidentified work],zspbk0012957,Danes [unidentified work],0.84,0.9235789439804392,"Hume [unidentified work], by Hume, David. (, )","Danes [unidentified work], by Danes, Pierre-Louis. (, )"
zspbk0012856,Duhan [unidentified work],zspbk0012751,Piron [unidentified work],0.84,0.9214426752509268,"Duhan [unidentified work], by Duhan, Laurent. (, )","Piron [unidentified work], by Piron, Alexis. (, )"
zspbk0013720,Hume [unidentified work],zspbk0012856,Duhan [unidentified work],0.84,0.9214064786997642,"Hume [unidentified work], by Hume, David. (, )","Duhan [unidentified work], by Duhan, Laurent. (, )"
